D,ell,N_target,theta,R0,L,Nz,h,case_id,candidate_index,seed_E,seed_omega,S_seed,Gamma_geo_seed,E_real,E_imag,omega_real,omega_imag,Gamma,Gamma_narrow,Gamma_over_geo,seed_overlap,interior_weight,seed_dist,eig_residual_abs
6.0,1.0,3.0,0.08,50.0,120.0,1601.0,0.15000000000000568,130120.0,20.0,0.00368961091990175,1.0018431069383578,11.586823297896787,8.641972346785927e-11,0.09661204880890491,-0.008945290682505833,1.0472011700961625,-0.004271046928683437,0.008542093857366874,0.008542093857366874,98844262.79776052,0.0024405795954822278,0.40205489439171144,0.09335200955860658,6.779727359627914e-13
6.0,1.0,3.0,0.08,50.0,120.0,1601.0,0.15000000000000568,130120.0,21.0,0.00368961091990175,1.0018431069383578,11.586823297896787,8.641972346785927e-11,0.09661205827536998,-0.008945292752077089,1.047201174620006,-0.004271047898376849,0.008542095796753697,0.008542095796753697,98844285.23924431,2.354581346051582e-06,0.4020548296593652,0.09335201917982346,2.809189800321963e-13
6.0,1.0,3.0,0.08,50.0,120.0,1601.0,0.15000000000000568,130120.0,22.0,0.00368961091990175,1.0018431069383578,11.586823297896787,8.641972346785927e-11,0.11351973723053471,-0.010560947289001784,1.0552463112689265,-0.005004019998090453,0.010008039996180907,0.010008039996180907,115807359.6463548,1.8801758445759941e-06,0.41241799293415127,0.11033671307887807,4.5845991067090436e-11
6.0,1.0,3.0,0.08,50.0,120.0,1601.0,0.15000000000000568,130120.0,23.0,0.00368961091990175,1.0018431069383578,11.586823297896787,8.641972346785927e-11,0.11351972459409675,-0.010560944613317233,1.0552463052756138,-0.005004018758710024,0.010008037517420049,0.010008037517420049,115807330.96354075,0.0019492726244589914,0.41241809635953997,0.11033670024435273,1.9560610542051115e-10
6.0,1.0,3.0,0.08,60.0,100.0,1335.0,0.1499250374812533,140100.0,0.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.0047950326029151495,-0.00022346665124068808,1.00239465532677,-0.00011146640200702204,0.00022293280401404408,0.00022293280401404408,2554552.1456573433,0.999248746613774,0.35519947659787393,0.0002234669052120882,3.978865689362147e-14
6.0,1.0,3.0,0.08,60.0,100.0,1335.0,0.1499250374812533,140100.0,1.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.004795032604544055,-0.00022346665164439105,1.0023946553275827,-0.00011146640220830095,0.0002229328044166019,0.0002229328044166019,2554552.1502701906,0.0013716814917922864,0.35519947577694194,0.00022346690561333488,4.086702057949897e-14
6.0,1.0,3.0,0.08,60.0,100.0,1335.0,0.1499250374812533,140100.0,2.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.009569220901117706,-0.0005048725679833191,1.0047732500525586,-0.00025123706665006743,0.0005024741333001349,0.0005024741333001349,5757772.53166524,0.06950212211875792,0.6135508477445998,0.004800474287676683,7.129254007564636e-14
6.0,1.0,3.0,0.08,60.0,100.0,1335.0,0.1499250374812533,140100.0,3.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.009569220927259807,-0.0005048725738983238,1.0047732500655682,-0.000251237069590267,0.000502474139180534,0.000502474139180534,5757772.599047815,1.8457821574245162e-05,0.6135508452087587,0.004800474314295891,6.518814316398676e-14
6.0,1.0,3.0,0.08,60.0,100.0,1335.0,0.1499250374812533,140100.0,4.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.016088125153925468,-0.000906256678931307,1.0080120670052422,-0.0004495267014132848,0.0008990534028265697,0.0008990534028265697,10302112.376007551,0.01120275151922809,0.5972975756328603,0.011329061352817943,7.08702804320842e-14
6.0,1.0,3.0,0.08,60.0,100.0,1335.0,0.1499250374812533,140100.0,5.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.01608812530337862,-0.0009062567101997908,1.0080120670793817,-0.0004495267168901969,0.0008990534337803938,0.0008990534337803938,10302112.730702583,3.00254377216165e-06,0.5972975638086544,0.011329061504293438,5.972524468520117e-14
